PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
2514267,"Skechers Leather Lace Up Mens Casual Shoes (FMSK-237188-WH005, White, 8)","[Material: Leather,Fastening/Pattern: Lace up,Sole Material: EVA,Toe Shape: Round toe,Ankle Height: Regular]",,3251,1181.102361
1259234,"Palladio Beauty MATTE BLUSH VELVETINE 6 g 0.21 oz, As shown in the image, 1 count","[Enhancing blush that gives a soft matte look and an even finish,Delivers flawless, velvety coverage with a flattering satin finish,Helps hide the appearance of line and wrinkles,Infused with Apricot Oil, Aloe, Kaolin Clay, Chamomile & Ginseng,Paraben-free, Cruelty-free formulation]","<p>For a blush that glides smoothly across the skin, use this <b>Beauty's Velvetine Matte Blush</b>! </p> <p><b>Infused with botanical and vitamin formulas</b> that are good for your skin, this Velvetine Matte Blush includes the natural ingredients of Apricot Kernel, Ginseng Root Extract, Aloe, and Chamomile Extract to help condition and protect the skin from free radical damage. It is also formulated with Kaolin Clay and Zinc Oxide to give flawless, soft coverage. </p> <p>This Velvetine Matte Blush has a <b>smooth matte formula</b> that offers a rich color and leaves a flattering finish on the face. It is best when applied over foundation or powder for a polish that lasts all day and night! </p> <p> The Velvetine Matte Blush Beauty also features a <b>silky-smooth satin finish</b> that helps hide lines, wrinkles, dark spots, and dull skin with its cheek-enhancing blush that glides easily across the face with just a few strokes on the cheeks, you'll pull off an instant glow that makes you stand out from the crowd.</p> <p> <b>We offers a variety of quality beauty products that are safe, and have long-lasting effects</b>. It is the leading professional value makeup brand in the USA. Professional make-up artists recognize it for its performance, pigment depth, range of colors, and value. This matte blush is <b>conveniently-sized</b> and fits easily in any pouch, beauty kit, or even your pocket. It is applicable for women with all skin types.</p>",301,250
2631352,"Contact lens case, Grey, Portable,backpack,travel","[【Beautiful Strip Style Contact Lens Case for Women】:The colorful strip style design of the contact lens storage case.This beautiful contact lens case is the best gift choice for your girl friend who always wear contact lenses.,【4 in 1 Contact Lens Cases】:The travel contact case kit contains 1x contact lens container, 1x mirror,1x contacts tweezers , 1x remover stick.One contact case meets all your daily eye care requirement.,【Portable & Convenient to Carry】With the small size(3.4X2.3X1.3 Inch) of the contact case travel,it is cute,light weight and portable.Useful for travel,office,shopping and any outdoor activities.The lens cases contact is made of plastic,cloth,durable and save space.,【Leakproof Design & Easy to Identify】:The contact lens case is leak proof,you can put them in your pocket, purse, backpack,car or anywhere you want without leaking.Our bottom of the contact holder cases are cover with L and R printed so you always know which are the left and right.,【What You Get】: Your satisfaction is the driving force for our growth. We provide a 30-day worry-free warranty and a 7*24 friendly service. If you have any doubts, please contact our service team as soon as possible.]","FGDOK Contact Lens Case with Mirror, Tweezers and Remover Tool, Contact Container Storage Kit",485,118.1102361
982074,Sluban Building And Construction Blocks M38 B0311 Joint Attack Building Block Construction Set (996 Piece),,This is a very high quality building brick set manufactured by Sluban. It is 100% compatible with all leading building bricks. Superb product for developing small motor skills with children over 5 years old. Made of ABS - the same material used by leading building bricks manufacturers. 996 Piece Set,0,2519
1247563,PrintDhaba GRANDbet K D-2538 Back Case Cover for BLACKBERRY Z10 (Multi-Coloured),"[Polycarbonate Hard Case,Perfect fit,Designer Back case cover,Anti Dust,Scratch free,Precise Cutout, Shock Absorption,Elegant,Rich look]","A case that offers protection to your BLACKBERRY Z10 without compromising on the style factor. Made from high quality polycarbonate material, this case is the perfect weapon needed to guard your BLACKBERRY Z10 from everything unwanted. Specifically designed for your BLACKBERRY Z10 it lets you to access all the features and functions of your phone with ease. This case is made with Hard Rubberized Plastic with 90% of times matte finish surface and in few rare models you will get Glossy Finish, this case is blank from inside and on the top we will print your design as per the order. Kindly note this case is made by PrintDhaba in India after you have ordered, do not cancel the order after placing an order, we will be designing this case only for you. Print will be permanently embossed on the case. There may be slight color variations in the final print. This case Covers full back side along with edges of your BLACKBERRY Z10 Note : This Case is Manufactured by PrintDhaba in India against your Order , there may be slight variations are possible because the technology which is used here to manufacture is heat transfer process , Colors & Image accuracy is possible upto 90% of virtual product displayed in the website. Kindly do not cancel the orders once placed. This print is permanent transfer and it is not removable, case is totally flexible. Package: 1 x PrintDhaba Premium Back Back Printed Case for BLACKBERRY Z10 . Thanks for placing order for your BLACKBERRY Z10",2201,200
69819,Alphatales Audio CD: Double CD Set with all 26 Stories and Cheers: Books Aa-zz,,,152,550
459400,Richard Learoyd: Day for Night,THAMES HUDSON,,19,1350
2787933,"Whey Protein Isolate 24g Protein Per Serve,990g - 30 servings (5 Flavors) (Cafe Mocha, 2 KG)","[It delivers 24g Protein,30 Serving(1 KG),Ultimate Blend for Core Bodybuilders, Athletes, Fitness Professionals and Enthusiasts promoting muscle growth, counteracts muscle breakdown, and supports your workout recovery,whey comprising of whey concentrate and whey isolate with digestive enzymes and minerals,tastes great and mixes easily with a simple stir, shake or blend]","INNERFIX WHEY PROTIEN : ADVANCED WHEY PROTEIN ISOLATE & WHEY PROTEIN CONCENTRATE Whey protein is the most important weapon in your muscle-building arsenal, it promotes muscle growth, counteracts muscle breakdown, and supports your workout recovery. INNERFIX Whey Protein combines two hard-hitting types of protein in one powerful blend. It’s perfect first thing in the morning, between meals, and especially after your workout. Each Serving Delivers: 24g Protein",11672,1181.102361
2293307,Aarika Women'S Rani Colored Dhoti Pants With Hand Block Print (DHOTI-PLAIN-01-RANI_FREE-SIZE),"[Fabric: cotton,Occasion: western,Package content: dhoti,Disclaimer: product color may slightly vary due to photographic lighting sources or your monitor settings.,0]",,2915,984.25
1256928,Miss Chase Women's Maroon Round Neck Full Sleeves Gathered Peplum Top,"[50% Silk and 50% polyester,Hand wash with warm water, wash dark colors separately, do not bleach, dip dry away from direct heat, warm iron only,Peplum,Long sleeve,Round neck]",,3077,866.1417314
1706246,"Sleepwish Pink Caticorn Warm Sherpa Throw Blanket Cute Unicorn Cat Reversible Fleece Blanket Watercolor Peony Bouquet Blanket for Couch Sofa Throw(50""x60"")","[✔BLANKET SIZE: 50""x60"" inches, perfect to use when cold nights watching TV, reading a book on a coach, watching a movie or fireside chats.,✔SOFT & WARM: Reversible super soft printed flannel fleece on one side, plush super warm polyester sherpa on the inside.,✔FABRIC CONTENT: 100% polyester, fine for people with sensitive skin or allergies, also completely resistant to shrinking and wrinkling.,✔EASY CARE: Machine wash cold, tumble dry on low heat. Avoid direct heat. Do not use bleach. Made with shrink-resistant fabric.,✔ATTRACTIVE DESIGN: Cute funny cat unicorn blanket with watercolor pink peony floral bouquet. Simple, colorful, adorable.]","<p><b>Sleepwish Sherpa blanket is made from microfiber plush material, so much softer than fleece to provide you with the most luxurious comfort.</b></p> <p><b>Soft &amp;Warm</b></p> <p>Outstanding softness, super soft micro mink fleece on one side, plush super soft sherpa fleece on the other.</p> <p>The fleece and sherpa backing will add an extra dimension of comfort and warmth. Only one side printed.</p> <p><b>Comfortable</b></p> <p>Pull it on, snuggle up, kick back and enjoy the amazing comfort of this blanket after a long day of work.</p> <p>These throw blankets are perfect gifts for all generations and suitable for all seasons.</p> <p><b>Sizes Available</b></p> <p>50x60 inches -Suitable for the couch,daybeds, nursery, camping or porch sitting.</p> <p>60x80 inches -Suitable for the couch,daybeds, camping, toddler beds or as a nursery blanket.</p> <p>90x90 inches - Fits into any room in the house - bedroom, guest room, kid’s room, vacation home, living room or take it along for RV trips.</p> <p>108x90 inches -&nbsp;Perfect for your couch, sofa, sectional, loveseat, recliner or bed. Great for relaxing around the house, watching TV, reading a book, snuggling or cuddling. </p> <p><b>Easy Care</b></p> <p>Machine washable in cold, dries quickly on tumble dry low temperature.</p> <p>Note: These throw may lose its softness and texture if washed with hot water and dried at high temperature.</p> <p><b>Sleepwish throw designs will never go out of style while keeping you and your loved ones warm.</b></p>",1639,6000
132043,Slavery and the Founders: Race and Liberty in the Age of Jefferson,,,123,600
706463,"Die Dada-Internationale: Der Dadaismus in Berlin Und Der Modernismus in Brasilien: 48 (Europaische Hochschulschriften. Reihe XVIII, Vergleichende L)",,,6119,598.424
1936030,Natural Health Care Smoke Free Herbal Capsules 100% Ayurvedic - 180 Tablets,"[Natural way to Quit alcohol and tobacco​,The physiological expulsion of toxic substances from your body takes puts through purification of blood,Lungs cleaner enacts the lethargic neurons which make a feeling of addiction and makes fiend helpless against fix,The addict is relieved of his addiction and is finally headed towards a happy life]",,6438,196.85
1891826,CityPostersPlus Kaptanganj Mouse pad,"[Mouse pads in the size of 210 x 190 mm,3mm thick rubber in our mouse pads,Works with both laser and optical mouse]","We use the 3mm thick rubber in our mouse pads so that they are flexible and fun to use everyday. To give enough moving space for your mouse and desk space, we make the mouse pads in the size of 210 x 190 mm. Your mouse pad is not suppose to move with the mouse. So, we provide anti-skid rubber layer at the back for proper grip. Your mouse needs to move freely. So, the top layer of the mouse pad is a sublimation friendly cloth which gives it a satin finish.",578,11.811
1535518,"Wild Bobby Straight Outta Cleveland CLE Fan | Fantasy Football | Mens Sports Long Sleeve T-Shirt, Black, Large","[Pick a sport, any sport we've got you covered. From Football and Baseball to Table tennis and Horseback Riding whatever your passion we have a cool design for you to wear while to showing off your skills,A Super Comfortable Long Sleeved T-Shirt Made with a Soft 5.6 Oz Pre-Shrunk 50% Cotton/50% Polyester Blend with a Traditional fit. Our T-shirts set the Standard for a Standard Tee,Extra Stuff to know: Shoulder to Shoulder Taping, Double Stitched Sleeves, 1x1 Rib Seamless Collar and a Tearaway Label,Shirt Size and Color Guide: We Created a Unique Sizing Chart Just for Wild Bobby Shirts, Make Sure To Reference Our Size Chart To Help Make Sure Your Pick the Size That is Just Right for You! We Do Our Best To Represent Each Color As Accurately As Possible but Colors May Appear Different on Each Screen.]","The Wild Bobby Brand has a variety of products that are suitable for any time. The sport section of these shirts offer a range of different themed ideas in all types of sports. Spread your passion and express yourself with a shirt from Wild Bobby Brand. Choose from multiple shirts, materials, fabrics and designs, these shirts are comfortable and long lasting. Wild Bobby is dedicated to creating novelty shirts that come in a variety of themes and colors. Their products spread joy and humor to all while providing comfort in the quality of their products. All shirts are made and printed here in the US. Recommended care for shirts is to wash in cold water inside out. There is often a variety of products from hoodies, crewnecks, men's women's and youth sizes and come in a range of colors. We love what we do at Wild Bobby, We press and ship each shirt in the US, We are passionate about creating new and eye catching designs, selecting the best types of shirts and fabrics and fusing the 2 together to create a quality shirt that you can be proud to wear! At Wild Bobby we care about you. We ship as fast as we can which is usually the same day. Wild Bobby is the brand that works around the clock to bring you the latest greatest graphics, trends, hot topics, on fashionable styles. Items for sale are not affiliated with or endorsed by any celebrities or public figures, is not associated with any existing intellectual property or trademark, and no infringement is intended and no endorsement is implied. All designs posted are believed to be posted within our rights according to the U.S. Copyright Fair Use Act. All rights reserved. Wild Bobby is the ONLY authorized seller of Wild Bobby brand items. These items and designs are produced EXCLUSIVELY for sale by Wild Bobby.",2879,2400
1289910,"Design Art PT12719-16-32 Herd of Antelope in Grasslandextra Large African Art Print,16x32","[Gallery-wrapped Canvas, Professionally Hand Stretched, Anti-Fade Inks, 100% Quality Cotton Canvas, Wood Pine Stretcher Bars; Free Hanging Accessories.Packed in Carton Box,Our Canvas Art Print make the perfect gift for any occasions. Each canvas is personalized just for you, and makes a very uniquely personal gift to give, at an affordable price,Our Modern Wall Decor Art Painting on Canvas is Perfect for bedroom, study, hallway, living room, hotel, kitchen, dining room, office, bathroom, etc. Great Addition to any home and office.,The Canvas wall art is printed on premium quality cotton canvas using the finest quality inks which will not fade over time. The Edges are also printed to insure the perfect artistic effect,This Canvas Art is Stretched over solid 1 inch Wood sub frames and arrives ready to hang on the wall. Colors are far superior to regular Canvas Art. Vivid colors lasting for years.]",,1557,100
1549539,"Fourwalls Artificial Pothos Floor Plant (Multicolour, 1 Piece)","[The product may need a suitable vase, approximately 15 inches in height which can be bought seperately from our collection of vases on fourwalls,Item Size: Length x Breadth x Height- 20 cm x 20 cm x 150 cm,Package Contents: 1 Artificial Pothos Floor Plant,Material: Leaves material- polyester; Stem material- plastic;, Color: Green,This artificial pothos plant is 150 cm/ 5 feet tall and doesn't include the planter/vase]",,1591,787.4
1948159,"Girgit Stainless Steel Cooking and Serving Spoon Set, Silver/Serving Spoon Set for Kitchen use/Buffet Serving Spoon Set for Dinning Table/Dinner Serving Set/Dining Table Serving Set/Set of (5)","[Girgit Brings Unique ensemble of serving and cooking spoons and kitchen tools, Which are very Valuable in Regular Kitchen Use,Girgit unique combination offers exceptional versatility for everyday convenience,Color: Silver, Material: Stainless Steel,Suitable for all kitchen types]","Girgit Stainless Steel Cooking and Serving Spoon And Kitchen Tool Set of 8-Pieces, 10 Piece, 12 Piece, 15 Piece, 05 Piece, Silver Well designed to suit your comfort and convenience which is also quality made. Good for all types of kitchen. Almost a complete kitchen starter in cooking and serving spoons. This is a utilitarian product from petals made of stainless steel. It is a set of 8/10/12/15 /05 and is sturdy, user-friendly and durable.",1376,590.5511805
2838428,Rhysley Hot Pink V- Neck Long Jumpsuit,"[✅ Color: Hot Pink,✅ Fabric: Polyester,✅ Solid / Print: Solid,✅ Neckline: V-Neck,✅ Silhouette: Jumpsuit]",This hot pink long jumpsuit is a must-have in your summer wardrobe. The jumpsuit is made of 100% moss fabric. It comes with a self fabric waist belt which looks magnificent. This jumpsuit gives a classy look to the wearer so that you can wear it to an outing or an evening party. One can accessories this jumpsuit with some earrings or a statement ring to amp it up. Pair it with your favourite shoes or heels and you are good to go.,2989,905.5118101
2635359,"Generic Among Us Red Character Cartoon On Yellow Background Printed Designer Hard Back Case Cover for LG Q6 / Q6 Plus / Q6α, M700N, M700A, M700DSK, M700AN -(SN) RSV2030","[Generic are ""Made in India' products using sublimation printing process, with print covering all 3 sides of cover.,Due to the nature of different monitors/tablets/smart phones, color variation may occur and the product may look slightly different in person being a handmade item.,Generic Cases are waterproof, fade resistant, non-peeling, printed with vibrant eco-friendly inks, extremely slim fitting with access to all functions.,Generic offer lifetime print/design guarantee.,Generic provide with maximum protection to your phone and maximum comfort for use.]",This Case is Made up of Hard Polycarbonate Plastic and printed on all 3 sides of back cover. This cover protects your mobile from scratches and bumps. This printed case gives premier look to your mobile.,12064,708.6614166
779045,"Cellet 32GB Kodak C183 Micro SDHC Card is Custom Formatted for digital high speed, lossless recording! Includes Standard SD Adapter.","[This Cellet MicroSD card is specifically designed for your C183 !,Share your content collections with friends, family, and colleagues easily.,Cellet's removable storage solution specifically designed for mobile devices with expansion slots.,Its ultra-small size consumes very little power from your handset, to give you longer battery life on your phone.,Now you can instantly move pictures between multiple devices for sharing and printing using this card as well.]","Cellet 32GB Kodak C183 Micro SDHC Card is Custom Formatted for digital high speed, lossless recording! Includes Standard SD Adapter. <p></p><p>This Factory Direct product is from the actual manufacturer. Authentic & original quality is how we deliver you a Customized 100% quality item, at a FRACTION of the retail cost!</p>",1848,100
937070,3dRose LLC lsp_20551_1 Flamingo Honeymoon - Single Toggle Switch,"[Dimensions: 3 1/2-Inch  H x 5-Inch  W,Made of strong, durable scratch-resistant metal,Includes matching screws,High gloss finish,Easy to clean]",,6474,250
2873707,STORE99® iSteady GG2 3-Axis Gimbal Camera Stabilizer Support 3/3+/4/5 Session Xiaoyi AEE M10 One Piece,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",STORE99 iSteady GG2 3-Axis Gimbal Camera Stabilizer Support 3/3+/4/5 Session Xiaoyi AEE M10 One Piece,1875,590.5511805
52637,Selections from the Cyropedia,,,6104,614
1998220,"wellxo- Crystal Glass Desert Ice-Cream Sundae Bowl | Serving Bowl | Pudding Dish- 7 Pieces (1 Mixing Bowl + 6 Serving Bowls), Clear","[European style cute set of 7 piece, clear fish pattern glass ice cream bowl dish/ pudding / Dessert bowl set fruit/salad/ice cream/Chocolate plate/bowl for supermarket bar table party,Transparent color; Package contents: 6--pieces bowl and 1-piece serving bowl,Material Glass. Premium finish imported glassware; Suitable for Serving Desert, Puding, Dry Fruits, Ice Cream, Sweet at Home or Ofiice, Ideal for Gift.,glass container, stackable, dishwasher safe, suitable for microwave - freezer safe, transparent body . Tempered or toughened glassware. Economical, reusable, recyclable. suitable for storage in refrigerators as well,CAPACITY:BIG BOWL-700 ML,SMALL BOWLS-200ML]","Exclusive and extraordinarily , these serving Tray & Platters are the gems for any kind of tableware, thanks to their exquisite design. Available in a beautiful hues, theese Tray& Platters are made from high-quality material which ensures long lasting use.Also they are Dishwasher & Microwave safe. The ranges vary from Mugs,Cup saucer,tray sets,Mugs,glassware ,dinner sets etc and never endling list goes on.An exclusive showcase for your Home and Kitchen setting. A one stop-shop for home Kitchen & dinning,",1383,799.2125976
560003,Children with Language Disorders,,,6081,787.4
285078,LA Goutte De Pluie,,,40,663
1797946,Oshotto Air Fabric Lumbar Support Memory Foam Orthopedic Cushion with Headrest (Combo Set of 2) Compatible with Ford Endeavour (Black),"[USE ON ANY CHAIR: In the office, at home, and even in the car, you can use this anywhere,COMFORTABLE SUPPORT: Ergonomic design with soft memory foam for comfort wherever you sit,EASY TO ATTACH: Adjustable strap clips on behind the chair, quickly move it between seats,STYLISH DESIGN: Unlike bulky cushions, this has a sleek, thin, minimalist design that looks great,IMPROVE POSTURE: Ensures correct posture and is perfect for people who suffer from lower back pain]",,7258,1850.39
2552920,"GLYPTAL 6X6 100% Waterproof (Imported), Dust Proof and UV Ray Protection Car Body Cover Compatible for Audi q7 Facelift with Side Mirror Pockets (Green,Large,40X30X10 )","[Audi Q7 FaceliftPerefct Fit For All Models Variants,Material-6X6 PVC Coated American,100% Waterproof (Imported) 6 Layers Fabric | Water Resistance Level - Waterproof,Included Components - Audi Q7 Facelift Car Cover,Specification 1- Cover has triple stitch technology that adds extra strength to the body cover,Specification 2-100% Waterproof,Dustproof,Rainproof And Snowproof]","Explore a wide range of Car Body Cover from GLYPTAL on Amazon. It is a perfect accessory for your vehicle which has triple stitch technology that adds extra strength to the body cover.This Car Body Cover Is Waterproof,Rainproof,Dustproof,Snowproof and Also Protect Your Car From UV Rays.",7332,1574.803148
899556,Heavy Dreaming,,,789,560
1686699,The Bombay Store - Kathakali Cloth and Paper Mache Handpainted Dancer Male Doll with Wood Base - 9 cm x 15 cm x 33 cm,"[SIZE: 34x15 cms,MATERIAL: Cloth and Paper Mache with Wood Base,USE: Intricate and delicate, these miniature dancing dolls exhibit the excellent craftsmanship of artists from West Bengal. Made with cloth and papier-mâché, these colourful dolls are perfect for home decor and gifting.,Painted by the perfect artistic hands from West Bengal this item is a perfect souvenir of Indian Culture,Handcrafted and Made in India]","Intricate and delicate, these miniature dancing dolls exhibit the excellent craftsmanship of artists from West Bengal. Made with cloth and papier-mâché, these colourful dolls are perfect for home decor and gifting. Inspired by India and it's diversity - Every piece has a story to tell! They are the perfect gift, be it any occasion or celebration. Explore the fabulous collection by The Bombay Store today. Designed exclusively by The Bombay Store. With it's rich legacy of 113 years, The Bombay Store brings to you authentic handicraft products from all across India",8490,39.3700787
1370328,2018: personalisierter Kalender 2018 - Ilse - DIN A5 - eine Woche pro Doppelseite (German Edition),,,15,583
1033880,Sennheiser 502704 Phone Adapter,,,0,894
525497,Lord Save Me From Myself,,,129,600
471407,A Newman Synthesis,,,139,550
1469130,V-Rock VR13-898515C Multi Tactical 18X9 +15Mm Chrome 5X5.50 108.1Mm Bore,"[For off road vehicles,Available in multiple finishes,Available in multiple size and fitments]",,7797,1800
2384477,"Electric Drill, Black Portable Mini Drill DC 5V for Circuit Board","[Mini size, light weight, easy to carry,Cylinder drill body is comfortable to hold,Made of high quality material, sturdy and durable in use,Mainly be used to drill wooden board, plastic board, paper sheet(thickness within 10mm); aluminum board, circuit board(thickness within 10mm),Powered by USB cable, convenient to use. With a switch on USB cable for easy control]","Features:<br> Mini size, light weight, easy to carry. <br> Powered by USB cable, convenient to use. With a switch on USB cable for easy control. <br> Made of high quality material, sturdy and durable in use. <br> Cylinder drill body is comfortable to hold. <br> Mainly be used to drill wooden board, plastic board, paper sheet(thickness within 10mm); aluminum board, circuit board(thickness within 10mm). <br><br>Specification:<br>Condition: 100% Brand New<br>Material: Metal + Plastic<br>Color: Black<br>Power Supply: DC 5V<br>Rated Output Power: 18W<br>No-load Speed: 11000rpm<br>Suitable Collet Range: 0.7-1.3mm<br>Drill Length(not included the drill bit): approx. 110mm / 4.33inch<br>Drill Diameter: approx. 30mm / 1.18inch<br>USB Cable Length: approx. 1.95meter / 6.40inch<br>Weight: approx. 119g<br><br>Package Included:<br>1 x Electric Drill with USB Cable(adapter is not included)<br> 3 x Drill Bits(1.1mm in diameter) <br> 1 x Wrench<br> <br><br>Note:<br>1. This product is not suitable to drill these material, such as bodhi, thick metal, wall and stone.<br>2. There may be some error in drilling precision.&nbsp;<br>3. USB adapter may exist incompatibility.<br>4. It can not be connected to grinding or polishing machine.<br> <br>",9927,39.3700787
195889,"Polyester and Fiberglass: How to Make a Fiberglass Car Body, Coat Your Boat, Make an All-fiberglass Boat, Make Castings, Make Embedments, Make Molds, ... Properties, General Plastics Information",,,144,614
562421,"The Witches' Almanac 2016: Issue 35 Spring 2016 - Spring 2017, Air: the Breath of Life",,,10514,580
21520,"Font of Life: Ambrose, Augustine, and the Mystery of Baptism",,,139,649.605
1791774,Stylista Washing Machine Cover Compatible for LG 11.0 Kg Inverter Fully-Automatic Top Loading THD11STB Floral Orange,"[Dimensions of the cover in CM HxWxD 94x55x57,Waterproof and Dustproof covers with space for Wires and Pipes,Wipeable Made From Recycled PVC Material,6 month warranty on any manufacturing defects,Made as per the specific brand size and model]",,12261,2244.094486
1644119,"BINGRAN Vodafone Smart E9 Case,Smooth Lustre Texture PU Leather Iron Magnetic Buckle Flip Cards Slot Wallet Soft TPU Inner Stand Protective Cover Case for Vodafone Smart E9 Brown","[Compatible: Specially Design for Vodafone Smart E9,Material: High-quality PU leather outside and silicon material inside will give your cellphone full protection .,Multi-function: the card holder case features 3 card slots, a side pocket for money or additional cards, and the effective and stylish magnetic lock design secures your money and cards.,Support Stand kickstand: With a hands free view stand kickstand Feature to prop up your phone while you watch movies, read ebooks or watch presentations.,Convinient to use : Covers all corners and TPU full frame edges to keep the screen from scratching or touching the ground. Precise cutouts, Accurately reserved for all functional holes,easy to normal operation.]","Features:<br/> 1.Premium leather outside and silicon material inside will give your cellphone full protection. <br/> 2.eparate slots for your ID and cards, as well as a pocket for cash <br/> 3.With built-in fold stand design for free hand view, freely enjoy videos and movies.<br/> 4.Integrated magnet closure preventing the flap from moving around as well as protecting the screen<br/> 5.Classic flip case book style,easy operation,easy access to all buttons,ports & camera without removing the leather case.<br/> Package Included<br/> 1 X PU Leather Case for Vodafone Smart E9",12058,708.6614166
1509748,"Red Kap Men's Short Sleeve Pocketless Knit Performance Polo, Burgandy, Extra Large","[Advanced moisture wicking keeps you cool under pressure while superior color retention keeps you looking sharp all day long,Straight hem looks professional when tucked in or left out,Lightweight but extra durable,Classic relaxed polo Fit.,No pocket]",,2878,2200
1484094,Under Armour Men UA Ripple NM Black Sneakers-9 UK (44 EU) (10 US) (3022183),"[Outer Material: Textile,Closure Type: Lace-Up,Heel type: flats,Toe Style: Round Toe,Warranty Type: No Warranty,Warranty Description: No Warranty]",,3251,39.3700787
2894689,GlobalNiche® 4 Buttons Silicone Remote Key Case 4 Colors Universal Car Key Cover for TOYOTA Corolla Camry 2012-2018 Color Name Pink,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche 4 Buttons Silicone Remote Key Case 4 Colors Universal Car Key Cover for TOYOTA Corolla Camry 2012-2018 Color Name Pink,10350,590.5511805
518847,A Teacher's Life,,,6132,600
132928,Vessels of Fire and Glory: Breaking Demonic Spells Over America to Release a Great Awakening,,,1,550
1372443,"BCBGMAXAZRIA Women's Alpine Faux Suede Knit Pencil Skirt, Blue Depths, S","[Elasticized,Pull-on,No,Pencil]","Color/pattern: blue depths. Approximately 26in from waist to hem. Measurement was taken from a size small and may vary slightly by size. Design details: faux suede design, elasticized waistband. 89% polyester, 11% spandex. Machine wash. Imported",3047,1800
2672650,"The Design Cart Blue Square (10*10) 2 Hole Acrylic Stones for Artificial Jewelry Art Making,Designer Dress Material, Bangles Making,Size-10 mm * 10 mm,Pack of 100 Gross / 14400 Pieces","[Ship Within 24 Hours,Decorate your display with the plastic glass pebbles and be certain that you will attract everyone's attention.,These acrylic crystals are chosen by professionals for window displays and photography settings.,Ideal for weddings, birthday parties and any kind of event and celebration, these acrylic ice rocks will create a beautiful and elegant atmosphere for you and your guests.,For more products, you can visit our ""The Design Cart"" store. Link - https://www.amazon.in/s?merchant=A127JDXEWAAVSU]","These acrylic stones can easily be sewed on fabric, bags and shoes to create intricate designs. Acrylic is a versatile material that is used to create unique designs. It is a durable material that has high resistance and does not develop cracks. They are faceted and reflect a huge amount of light. They are used in embroideries and on high fashion garments. Acrylic stones are available in various shapes and sizes. They are made up of premium quality materials and are affordable. Acrylic stones can also be used on jewelry pieces and can be glued over various accessories like handbags and footwear.",11209,78.7401574
2828556,GlobalNiche® 1Pc Sealing Cover Stacked Freezer Fresh Lid Crisper Microwave Oven Oil Cap Lids Refrigerator Lid Sealing Cover Plate EJ871800,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche 1Pc Sealing Cover Stacked Freezer Fresh Lid Crisper Microwave Oven Oil Cap Lids Refrigerator Lid Sealing Cover Plate EJ871800,1283,393.700787
751827,Fome,,,98,600
1751513,Kozmik Koon (Lim.Ed./Coloured Vinyl),,,7,1220.47
593915,The Best Way to Start Your Day: Tai Chi Breathing Exercises and Meditations for a More Balanced You,,,86,850
2660135,Hush Puppies Men's Zampa Black Leather Sneaker-8 UK (8246647),"[Comfortable shoes,Very stylish and comfortable shoes for Men.,Leather Sneaker,Item Package Weight: 750.0 grams]",,3251,1311.021
1767629,Eyeglasses Montblanc MB 0067 O- 004 / Black,"[Brand: Mont Blanc Model: MB0067O,Style: Semi Rim Rectangular Frame/Temple Color: Black - 004,Size: Lens-56 Bridge-18 B-Vertical Height-42.7 ED-Effective Diameter-60.2 Temple-145mm Gender: Men's Prescription-ready,1-Year Manufacturer Warranty,Made In: Italy]","Mont Blanc MB0067O prescription-ready eyeglasses includes the Mont Blanc logo on the temple. This Mont Blanc MB0067O metal full rim rectangular shape eyeglasses made for men. Masculine rectangular squared shape characterized by rubber co-injected temples enriched with the iconic Extreme pattern inspired by Montblanc’s eponymous leather goods. The frame’s sporty touch is emphasized by the sharpness of the endpiece and a more pronounced anti-slipping exploded snow cap pattern in the internal part of the end tip. Real snow cap on the temple, surrounded and embellished by a metal ring.",2798,600
547203,"Kunstmalbucher (Gebaude, Stadte und Orte): Dieses Buch besteht aus 48 Malblatter, die zum Ausmalen, Einrahmen und/oder Meditieren verwendet werden ... werden und wird mit 10 Bonus-PDF",,,15,850.392
